Chave,Titulo,Data Criacao,Data Mudanca,Status Antigo,Status Novo,Autor
BF3E4-3752,[RH - 66] Entidade: Learning Completed Training (Ano Corrente) - TAMANHO: P,2026-03-11T12:45:01.301-0300,2026-03-20T09:59:48.595-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3746,[RH - 65] Entidade: Learning - Carga desconhecida - TAMANHO: P,2026-03-11T12:44:49.104-0300,2026-03-20T09:57:54.158-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3746,[RH - 65] Entidade: Learning - Carga desconhecida - TAMANHO: P,2026-03-11T12:44:49.104-0300,2026-03-20T09:57:51.061-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3746,[RH - 65] Entidade: Learning - Carga desconhecida - TAMANHO: P,2026-03-11T12:44:49.104-0300,2026-03-20T09:57:47.401-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3738,[RH - 64] Entidade: People Analytics Restricted R048 - TAMANHO: P,2026-03-11T12:44:34.128-0300,2026-03-20T09:55:31.816-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3738,[RH - 64] Entidade: People Analytics Restricted R048 - TAMANHO: P,2026-03-11T12:44:34.128-0300,2026-03-20T09:55:29.470-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3738,[RH - 64] Entidade: People Analytics Restricted R048 - TAMANHO: P,2026-03-11T12:44:34.128-0300,2026-03-20T09:55:25.780-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3728,[RH - 63] Entidade: Org Design Lider Substituto - TAMANHO: P,2026-03-11T12:44:17.127-0300,2026-03-20T09:51:49.891-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3728,[RH - 63] Entidade: Org Design Lider Substituto - TAMANHO: P,2026-03-11T12:44:17.127-0300,2026-03-20T09:51:47.489-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3728,[RH - 63] Entidade: Org Design Lider Substituto - TAMANHO: P,2026-03-11T12:44:17.127-0300,2026-03-20T09:51:38.938-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3713,[RH - 62] Entidade: Absenteismo - TAMANHO: G,2026-03-11T12:43:51.872-0300,2026-03-20T09:49:55.554-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3713,[RH - 62] Entidade: Absenteismo - TAMANHO: G,2026-03-11T12:43:51.872-0300,2026-03-20T09:49:52.027-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3713,[RH - 62] Entidade: Absenteismo - TAMANHO: G,2026-03-11T12:43:51.872-0300,2026-03-20T09:48:57.923-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3706,[RH - 61] Entidade: iTransport User Presence - TAMANHO: P,2026-03-11T12:43:36.627-0300,2026-03-20T09:45:26.400-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3706,[RH - 61] Entidade: iTransport User Presence - TAMANHO: P,2026-03-11T12:43:36.627-0300,2026-03-20T09:45:23.005-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3706,[RH - 61] Entidade: iTransport User Presence - TAMANHO: P,2026-03-11T12:43:36.627-0300,2026-03-20T09:45:17.828-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3699,[RH - 60] Entidade: iTransport Punctuality Vehicle - TAMANHO: P,2026-03-11T12:43:22.901-0300,2026-03-20T09:44:07.089-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3699,[RH - 60] Entidade: iTransport Punctuality Vehicle - TAMANHO: P,2026-03-11T12:43:22.901-0300,2026-03-20T09:44:03.957-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3699,[RH - 60] Entidade: iTransport Punctuality Vehicle - TAMANHO: P,2026-03-11T12:43:22.901-0300,2026-03-20T09:44:00.612-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3692,[RH - 59] Entidade: iTransport Arrival To Garage - TAMANHO: P,2026-03-11T12:43:06.085-0300,2026-03-20T09:42:42.009-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3692,[RH - 59] Entidade: iTransport Arrival To Garage - TAMANHO: P,2026-03-11T12:43:06.085-0300,2026-03-20T09:42:39.090-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
BF3E4-3692,[RH - 59] Entidade: iTransport Arrival To Garage - TAMANHO: P,2026-03-11T12:43:06.085-0300,2026-03-20T09:42:35.287-0300,Open,WAITING REFINEMENT,italo.siqueira
BF3E4-3685,[RH - 58] Entidade: iTransport Unit Arrival - TAMANHO: P,2026-03-11T12:42:52.678-0300,2026-03-20T09:41:47.558-0300,IN REFINEMENT,Refined,italo.siqueira
BF3E4-3685,[RH - 58] Entidade: iTransport Unit Arrival - TAMANHO: P,2026-03-11T12:42:52.678-0300,2026-03-20T09:41:44.723-0300,WAITING REFINEMENT,IN REFINEMENT,italo.siqueira
